Period,Report Id,Company,Company number,Payments made in the reporting period,Average time to pay,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,% Invoices not paid within agreed terms,Shortest (or only) standard payment period,Longest standard payment period,Maximum contractual payment period,Payment terms have changed,Suppliers notified of changes,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list
2018 JAN - 2018 JUN,5650,AMAZON VIDEO LIMITED,06528297,,40.0,49.0,40.0,11.0,37.0,60.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5655,AMAZON DEVELOPMENT CENTRE (LONDON) LIMITED,04543232,,27.0,78.0,19.0,3.0,15.0,60.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5658,AMAZON ONLINE UK LIMITED,08725411,,36.0,55.0,31.0,14.0,37.0,60.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5662,KIER INTEGRATED SERVICES LIMITED,00873179,,76.0,13.0,29.0,58.0,53.0,7.0,,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5666,AMAZON UK SERVICES LTD.,03223028,,15.0,86.0,10.0,4.0,8.0,15.0,60.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5549,LINCS WIND FARM LIMITED,SC213646,,38.0,45.0,44.0,11.0,49.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5677,KIER CONSTRUCTION LIMITED,02099533,,54.0,30.0,36.0,34.0,48.0,7.0,,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5302,DYNO-ROD LIMITED,01046906,,9.0,100.0,0.0,0.0,0.0,60.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5287,CYTEC ENGINEERED MATERIALS LIMITED,02851421,,53.0,24.0,39.0,37.0,45.0,60.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5021,RB UK COMMERCIAL LIMITED,08784077,,79.0,22.0,37.0,41.0,47.0,30.0,,180.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5008,GLAXO OPERATIONS UK LIMITED,00711851,,73.0,6.0,16.0,78.0,16.0,0.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,4988,FRIMLEY TOPCO LIMITED,07729514,,49.0,25.0,47.0,27.0,6.0,56.0,,360.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,4975,BAE SYSTEMS SURFACE SHIPS LIMITED,06160534,,22.0,78.0,17.0,5.0,25.0,5.0,60.0,60.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,4969,BRUSH ELECTRICAL MACHINES LIMITED,00111849,,61.0,27.0,28.0,45.0,85.0,60.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,4966,ARCONIC MANUFACTURING (GB) LIMITED,00633328,,90.0,2.0,11.0,87.0,6.0,30.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5031,GREVAN CARS LIMITED,01852806,,27.0,52.0,42.0,5.0,46.0,0.0,1.0,1.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,4954,BALL BEVERAGE PACKAGING EUROPE LIMITED,02554348,,129.0,6.0,10.0,84.0,13.0,97.0,,210.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,4904,JACOBS DOUWE EGBERTS GB LTD,00999990,,56.0,16.0,38.0,46.0,60.0,30.0,210.0,210.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,4891,BRITISH AMERICAN TOBACCO WESTERN EUROPE COMMERCIAL TRADING LIMITED,05203113,,46.0,41.0,53.0,6.0,9.0,30.0,120.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,4889,AIRBUS OPERATIONS LIMITED,03468788,,62.0,9.0,38.0,53.0,18.0,11.0,85.0,115.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,4879,BOSCH LAWN AND GARDEN LIMITED,03073491,,7.0,59.0,23.0,18.0,23.0,30.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,4875,BAE SYSTEMS MARINE LIMITED,00229770,,28.0,76.0,17.0,7.0,26.0,0.0,30.0,30.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,4870,BRITISH AMERICAN SHARED SERVICES (GSD) LIMITED,05203401,,30.0,33.0,38.0,28.0,11.0,30.0,120.0,30.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,4914,GLAXOSMITHKLINE EXPORT LIMITED,02433585,,39.0,38.0,51.0,11.0,12.0,0.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5297,BRITISH GAS INSURANCE LIMITED,06608316,,33.0,40.0,43.0,17.0,36.0,28.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5035,GLAXOSMITHKLINE RESEARCH & DEVELOPMENT LIMITED,00835139,,76.0,5.0,7.0,88.0,13.0,0.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5070,SOLVAY SOLUTIONS UK LIMITED,00036833,,68.0,5.0,39.0,56.0,45.0,60.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5248,BOEING COMMERCIAL AVIATION SERVICES EUROPE LIMITED,08186759,,90.0,74.0,19.0,7.0,20.0,90.0,,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5230,MONDELEZ UK CONFECTIONERY PRODUCTION LIMITED,00474310,,89.0,4.0,35.0,61.0,11.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5215,SUN CHEMICAL LIMITED,02647054,,44.0,42.0,31.0,27.0,22.0,30.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5185,SKF (U.K) LIMITED,00107367,,33.0,41.0,43.0,16.0,26.0,0.0,60.0,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5183,BAE SYSTEMS GLOBAL COMBAT SYSTEMS MUNITIONS LIMITED,01842252,,25.0,80.0,11.0,9.0,14.0,15.0,60.0,60.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5160,BRITISH AMERICAN TOBACCO (INVESTMENTS) LIMITED,00074974,,41.0,42.0,43.0,15.0,17.0,30.0,120.0,120.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5036,HEINEKEN UK LIMITED,SC065527,,55.0,25.0,39.0,36.0,22.0,1.0,,135.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5144,MARS PETCARE UK,06649984,,68.0,15.0,55.0,31.0,15.0,0.0,120.0,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5135,MARS FOOD UK LIMITED,06649971,,73.0,19.0,49.0,32.0,15.0,0.0,120.0,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5133,MEGGITT (UK) LIMITED,00629814,,52.0,17.0,50.0,33.0,82.0,60.0,,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5113,GLAXOSMITHKLINE CONSUMER HEALTHCARE (UK) TRADING LIMITED,09237643,,64.0,13.0,29.0,58.0,10.0,0.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5084,CYTEC INDUSTRIAL MATERIALS (DERBY) LIMITED,02264869,,58.0,26.0,36.0,38.0,54.0,60.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5075,MEGGITT AEROSPACE LIMITED,03477890,,66.0,7.0,28.0,65.0,71.0,60.0,,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5074,SMITHKLINE BEECHAM LIMITED,02337959,,74.0,6.0,14.0,80.0,32.0,0.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5142,BRITISH-AMERICAN TOBACCO (HOLDINGS) LIMITED,00262254,,46.0,36.0,41.0,23.0,17.0,30.0,120.0,270.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5688,COCA-COLA EUROPEAN PARTNERS PLC,09717350,,80.0,8.0,41.0,51.0,61.0,40.0,80.0,306.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5695,GARTNER U.K. LIMITED,02266016,,9.0,94.0,4.0,1.0,16.0,10.0,60.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5703,COCA-COLA EUROPEAN PARTNERS SERVICES EUROPE LIMITED,03227459,,73.0,15.0,29.0,56.0,37.0,40.0,80.0,110.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6785,CASTLE CEMENT LIMITED,02182762,,39.0,60.0,15.0,24.0,34.0,60.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6783,HANSON PACKED PRODUCTS LIMITED,00026306,,48.0,21.0,61.0,18.0,64.0,60.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6782,CIVIL AND MARINE LIMITED,02301423,,73.0,7.0,47.0,46.0,90.0,60.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6781,HANSON QUARRY PRODUCTS EUROPE LIMITED,00300002,,72.0,19.0,53.0,27.0,63.0,60.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,15831,LARKFLEET LIMITED,03520125,True,60.0,12.0,62.0,26.0,7.0,45.0,75.0,75.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6773,MIDLAND QUARRY PRODUCTS LIMITED,03173418,,38.0,38.0,52.0,10.0,81.0,60.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6792,AES KILROOT POWER LIMITED,NI026039,,30.0,69.0,30.0,1.0,20.0,1.0,60.0,60.0,False,,False,True,True,True,True
2018 JAN - 2018 JUN,6732,VIVIENNE WESTWOOD LIMITED,02682271,,54.0,65.0,6.0,29.0,36.0,1.0,120.0,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6705,XYLEM WATER SOLUTIONS UK LTD,00479504,,47.0,45.0,38.0,17.0,64.0,15.0,90.0,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6588,FUCHS LUBRICANTS (UK) PLC,02412689,,39.0,31.0,60.0,9.0,9.0,30.0,60.0,60.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6404,READING SCIENTIFIC SERVICES LIMITED,00741326,,67.0,9.0,51.0,39.0,19.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6394,ORMONDE ENERGY LIMITED,04874027,,7.0,92.0,7.0,1.0,20.0,0.0,90.0,60.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,6389,DIVERSEY LIMITED,03459907,,100.0,23.0,22.0,55.0,53.0,30.0,120.0,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6379,THANET OFFSHORE WIND LIMITED,04512200,,22.0,73.0,19.0,8.0,31.0,0.0,90.0,60.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,6719,UPFIELD FOODS UK LIMITED,09521994,,59.0,36.0,24.0,40.0,4.0,90.0,,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6377,THE HUT.COM LIMITED,05016010,,66.0,11.0,34.0,55.0,38.0,0.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUL,6794,HONEYWELL CONTROL SYSTEMS LIMITED,00217803,,110.0,2.0,14.0,84.0,45.0,90.0,120.0,270.0,False,,False,True,True,True,False
2018 JAN - 2018 JUL,6797,NOVAR SYSTEMS LIMITED,00264047,,110.0,0.0,3.0,97.0,22.0,90.0,120.0,120.0,False,,False,True,True,True,False
2018 JAN - 2018 JUN,21351,WWF-UK,04016725,True,43.0,60.0,24.0,16.0,39.0,30.0,,30.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,62886,AVON COSMETICS LIMITED,00592235,True,40.0,34.0,49.0,17.0,100.0,60.0,,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,8810,PARTS ALLIANCE GROUP LIMITED,01779084,,72.0,4.0,55.0,41.0,12.0,0.0,120.0,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,7158,JANUS CAPITAL INTERNATIONAL LIMITED,03594615,,24.0,77.0,18.0,5.0,23.0,1.0,,60.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,7157,HENDERSON GLOBAL INVESTORS LIMITED,00906355,,24.0,77.0,18.0,5.0,23.0,1.0,,60.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,7156,HENDERSON ADMINISTRATION LIMITED,00290577,,24.0,77.0,18.0,5.0,23.0,1.0,,60.0,False,,True,False,True,False,False
2018 JAN - 2018 JUL,6796,HONEYWELL SECURITY UK LIMITED,01248725,,95.0,6.0,14.0,80.0,45.0,90.0,120.0,120.0,False,,False,True,True,True,False
2018 JAN - 2018 JUN,4851,S & A PRODUCE (UK) LIMITED,02480021,,31.0,48.0,46.0,6.0,51.0,30.0,,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6991,MICHELIN TYRE PUBLIC LIMITED COMPANY,00084559,,41.0,43.0,45.0,12.0,18.0,15.0,90.0,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUL,6926,UOP LIMITED,00521570,,73.0,11.0,23.0,66.0,18.0,30.0,120.0,120.0,False,,False,True,True,True,False
2018 JAN - 2018 JUN,6884,CLEVELAND POTASH LIMITED,00915392,,29.0,55.0,40.0,4.0,42.0,0.0,91.0,91.0,True,True,False,False,True,False,False
2018 JAN - 2018 JUL,6801,XTRALIS (UK) LIMITED,02387141,,20.0,83.0,10.0,7.0,38.0,14.0,30.0,90.0,False,,False,True,True,True,False
2018 JAN - 2018 JUL,6800,ELSTER WATER METERING LIMITED,08624958,,80.0,6.0,9.0,85.0,0.0,90.0,120.0,120.0,False,,False,True,True,True,False
2018 JAN - 2018 JUL,6798,ELSTER METERING LIMITED,00873781,,60.0,9.0,47.0,44.0,49.0,90.0,120.0,120.0,False,,False,True,True,True,False
2018 JAN - 2018 JUN,41518,CEMEX UK OPERATIONS LIMITED,00658390,True,46.0,42.0,39.0,19.0,63.0,0.0,124.0,124.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6376,CEND INTERNATIONAL LIMITED,08651475,,51.0,32.0,41.0,27.0,35.0,0.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6359,PERKINS ENGINES COMPANY LIMITED,02089227,,67.0,2.0,20.0,78.0,6.0,1.0,60.0,70.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6358,JFD LIMITED,SC123684,,43.0,49.0,33.0,18.0,61.0,30.0,,60.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5802,KIMBERLY-CLARK EUROPEAN SERVICES LIMITED,04071548,,55.0,33.0,50.0,17.0,38.0,3.0,183.0,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5800,GKN AEROSPACE SERVICES LIMITED,00355922,,81.0,10.0,21.0,69.0,0.0,7.0,120.0,120.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5798,KIMBERLY-CLARK EUROPE LIMITED,04060641,,59.0,33.0,38.0,29.0,28.0,3.0,183.0,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5787,KIMBERLY - CLARK LIMITED,00308676,,69.0,22.0,50.0,28.0,34.0,3.0,183.0,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5779,MOLSON COORS BREWING COMPANY (UK) LIMITED,00026018,,77.0,9.0,30.0,62.0,7.0,90.0,,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5759,CADBURY UK LIMITED,00155256,,18.0,86.0,5.0,9.0,35.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5826,"THE VALSPAR (UK) CORPORATION, LIMITED",03049772,,48.0,36.0,23.0,41.0,33.0,70.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5743,KERRY FOODS LIMITED,02604258,,70.0,11.0,29.0,60.0,26.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,5741,KERRY INGREDIENTS (UK) LIMITED,00329695,,64.0,10.0,46.0,44.0,27.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,5738,AMEY POWER SERVICES LIMITED,05360868,,42.0,47.0,23.0,30.0,42.0,14.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5723,AMEY UTILITY SERVICES LIMITED,02578069,,31.0,63.0,18.0,19.0,37.0,14.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5715,AMEY LG LIMITED,03612746,,48.0,42.0,21.0,37.0,44.0,14.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5713,AMEY HIGHWAYS LIMITED,06600609,,48.0,41.0,25.0,34.0,45.0,14.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5705,COCA-COLA EUROPEAN PARTNERS GREAT BRITAIN LIMITED,00027173,,73.0,5.0,37.0,57.0,21.0,40.0,80.0,140.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5742,AMEYCESPA (EAST) LIMITED,00958007,,33.0,58.0,33.0,9.0,41.0,14.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5897,DANISCO (UK) LIMITED,02271469,,69.0,23.0,15.0,62.0,82.0,60.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5909,DHL GLOBAL FORWARDING (UK) LIMITED,04056042,,53.0,16.0,61.0,23.0,23.0,30.0,90.0,90.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5939,CATERPILLAR (NI) LIMITED,NI006692,,69.0,2.0,39.0,59.0,30.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 DEC,12129,TMD FRICTION UK LIMITED,04330235,True,49.0,24.0,44.0,32.0,84.0,1.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6260,CARLSBERG UK LIMITED,00078439,,31.0,48.0,51.0,1.0,75.0,63.0,93.0,93.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6259,CARLSBERG SUPPLY COMPANY UK LIMITED,08626420,,92.0,14.0,13.0,73.0,67.0,63.0,93.0,93.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6209,PETROGAS GROUP UK LIMITED,05952225,,37.0,40.0,58.0,2.0,21.0,1.0,85.0,85.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,6182,DEICHMANN-SHOES UK LIMITED,02893066,,14.0,93.0,6.0,0.0,63.0,14.0,30.0,30.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6176,COMMUNISIS PLC,02916113,,73.0,15.0,27.0,58.0,61.0,30.0,120.0,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6164,MONDELEZ UK R&D LIMITED,03841804,,90.0,12.0,35.0,53.0,21.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6111,MONDELEZ UK LIMITED,00203663,,65.0,11.0,57.0,32.0,16.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6108,NORTH MIDLAND CONSTRUCTION PUBLIC LIMITED COMPANY,00425188,,55.0,17.0,44.0,39.0,24.0,14.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6088,MONDELEZ UK HOLDINGS & SERVICES LIMITED,00052457,,133.0,13.0,27.0,60.0,31.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6034,DIAGEO GLOBAL SUPPLY IBC LIMITED,NI003038,,84.0,1.0,26.0,73.0,13.0,60.0,,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,6031,AGGREGATE INDUSTRIES UK LIMITED,00245717,,50.0,18.0,59.0,23.0,6.0,0.0,120.0,130.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,6023,DIAGEO NORTHERN IRELAND LIMITED,NI003755,,81.0,4.0,28.0,68.0,13.0,60.0,,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5996,DIAGEO SCOTLAND LIMITED,SC000750,,81.0,1.0,32.0,66.0,10.0,60.0,,180.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5952,DIAGEO GREAT BRITAIN LIMITED,00507652,,77.0,2.0,32.0,66.0,15.0,60.0,,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,9201,MANN + HUMMEL (UK) LIMITED,03152081,True,46.0,21.0,49.0,30.0,90.0,30.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,4840,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,00414948,,36.0,68.0,19.0,13.0,31.0,28.0,60.0,60.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5744,NOON PRODUCTS LIMITED,02166664,,52.0,42.0,24.0,34.0,23.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,4818,RECKITT BENCKISER (RUMEA) LIMITED,08496512,,30.0,62.0,37.0,1.0,40.0,30.0,,180.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3223,REXEL UK LIMITED,00434724,,73.0,5.0,38.0,57.0,6.0,0.0,63.0,123.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3196,CHIVAS BROTHERS LIMITED,SC268758,,52.0,12.0,56.0,32.0,7.0,60.0,,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3155,NESTLÉ WATERS UK LIMITED,02334804,,46.0,24.0,65.0,11.0,13.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3153,NESTLE PURINA PETCARE (U.K.) LIMITED,00121700,,49.0,26.0,54.0,20.0,17.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3143,NESTLE UK LTD.,00051491,,53.0,18.0,54.0,29.0,18.0,60.0,,150.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3099,SEALED AIR LIMITED,03443946,,68.0,16.0,0.0,84.0,25.0,90.0,149.0,149.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3068,MSC CRUISE MANAGEMENT (UK) LIMITED,09361148,,37.0,56.0,30.0,14.0,54.0,14.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3048,INNOVIA FILMS LIMITED,00271998,,61.0,12.0,51.0,37.0,51.0,60.0,90.0,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3033,DEN HARTOGH DRY BULK LOGISTICS LIMITED,01591693,,57.0,2.0,48.0,50.0,4.0,7.0,60.0,60.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3009,HUSQVARNA UK LIMITED,00974979,,58.0,16.0,52.0,32.0,45.0,7.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,2968,LEICA BIOSYSTEMS NEWCASTLE LIMITED,02163063,,64.0,12.0,43.0,45.0,67.0,0.0,90.0,90.0,True,True,False,False,True,False,False
2018 JAN - 2018 JUN,2965,ASTRAZENECA UK LIMITED,03674842,,52.0,17.0,71.0,12.0,1.0,0.0,120.0,120.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,2961,EDF ENERGY PLC,02366852,,64.0,13.0,62.0,24.0,29.0,60.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,2960,MEDIMMUNE U.K. LIMITED,03854275,,46.0,53.0,37.0,10.0,5.0,0.0,120.0,120.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,2943,PALL MANUFACTURING UK LIMITED,00769075,,77.0,77.0,11.0,12.0,7.0,0.0,120.0,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3249,AMG SUPERALLOYS UK LIMITED,00345279,,43.0,33.0,44.0,23.0,29.0,45.0,,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,2942,PALL EUROPE LIMITED,07211681,,78.0,85.0,7.0,8.0,5.0,0.0,120.0,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3255,AMG ALUMINUM UK LIMITED,08269137,,49.0,27.0,38.0,35.0,33.0,45.0,,118.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3267,PHILIPS ELECTRONICS UK LIMITED,00446897,,26.0,80.0,10.0,10.0,9.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,3658,CITY PLUMBING SUPPLIES HOLDINGS LIMITED,02489546,,32.0,58.0,26.0,16.0,68.0,30.0,90.0,107.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3635,CCF LIMITED,01632482,,49.0,20.0,54.0,26.0,91.0,30.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3631,BRITISH GAS NEW HEATING LIMITED,06723244,,41.0,44.0,48.0,8.0,22.0,28.0,,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3627,BENCHMARX KITCHENS AND JOINERY LIMITED,02780063,,55.0,18.0,45.0,37.0,93.0,30.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3615,TQ EDUCATION AND TRAINING LIMITED,00604934,,26.0,76.0,16.0,8.0,36.0,7.0,30.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,3589,COBALT GROUND SOLUTIONS LIMITED,03039046,,34.0,78.0,19.0,3.0,0.0,30.0,,30.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3570,WESTCOAST LIMITED,01816587,,46.0,19.0,52.0,30.0,19.0,0.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3556,HOWMET LIMITED,02659893,,74.0,5.0,24.0,71.0,4.0,30.0,90.0,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3538,LIBERATA UK LIMITED,01238274,,37.0,39.0,52.0,9.0,4.0,30.0,,45.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3505,TMD FRICTION UK LIMITED,04330235,,49.0,23.0,46.0,31.0,86.0,1.0,,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3502,ARLA FOODS LIMITED,02143253,,57.0,15.0,29.0,56.0,78.0,60.0,,135.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,3498,TEMENOS UK LIMITED,01972767,,29.0,64.0,30.0,6.0,76.0,0.0,60.0,60.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,3462,LINX PRINTING TECHNOLOGIES LIMITED,02066629,,71.0,27.0,26.0,47.0,82.0,30.0,90.0,90.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,3456,BOMBARDIER TRANSPORTATION UK LTD,02235994,,93.0,19.0,19.0,62.0,44.0,7.0,210.0,240.0,True,True,False,True,True,False,False
2018 JAN - 2018 JUN,3410,UNILEVER UK LIMITED,00334527,,61.0,28.0,29.0,43.0,4.0,90.0,,180.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,3256,ERICSSON LIMITED,00942215,,61.0,18.0,41.0,41.0,7.0,90.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,2204,ELECTROLUX PLC,02331516,,39.0,45.0,38.0,17.0,60.0,60.0,,165.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,2881,SHOP DIRECT HOME SHOPPING LIMITED,04663281,,69.0,15.0,15.0,70.0,19.0,90.0,,120.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,2812,WILLMOTT PARTNERSHIP HOMES LIMITED,01176322,,35.0,47.0,51.0,2.0,13.0,14.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,2290,HALLIBURTON MANUFACTURING AND SERVICES LIMITED,00611451,,50.0,34.0,59.0,7.0,5.0,30.0,60.0,75.0,False,,False,True,True,False,False
